run,model,version,step,epoch,loss,learning_rate,source
Qwen2.5-7B · LoRA-v1,Qwen2.5-7B,LoRA-v1,20940,2.9966368515205724,1.4312,4.332249351146622e-10,final trainer_log.jsonl
Qwen2.5-7B · LoRA-v1,Qwen2.5-7B,LoRA-v1,20950,2.998067978533095,1.4997,1.559611207846423e-10,final trainer_log.jsonl
Qwen2.5-7B · LoRA-v1,Qwen2.5-7B,LoRA-v1,20960,2.9994991055456173,1.3763,1.7329021428924564e-11,final trainer_log.jsonl
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,10,0.0028622540250447226,2.3253,8.579599618684462e-07,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,20,0.005724508050089445,2.3573,1.811248808388942e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,30,0.008586762075134168,2.1819,2.7645376549094376e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,40,0.01144901610017889,2.3595,3.7178265014299337e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,50,0.014311270125223614,2.2921,4.671115347950429e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,60,0.017173524150268335,2.2123,5.624404194470925e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,70,0.02003577817531306,2.307,6.57769304099142e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,80,0.02289803220035778,2.2908,7.530981887511916e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,90,0.025760286225402506,2.0615,8.484270734032412e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,100,0.028622540250447227,2.108,9.437559580552908e-06,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,110,0.03148479427549195,2.034,1.0390848427073404e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,120,0.03434704830053667,2.1212,1.13441372735939e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,130,0.037209302325581395,2.0423,1.2297426120114396e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,140,0.04007155635062612,2.065,1.3250714966634892e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,150,0.04293381037567084,2.1075,1.4204003813155387e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,160,0.04579606440071556,2.0931,1.5157292659675881e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,170,0.04865831842576029,1.9797,1.611058150619638e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,180,0.05152057245080501,2.0391,1.7063870352716875e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,190,0.05438282647584973,1.9312,1.801715919923737e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,200,0.057245080500894455,1.9805,1.8970448045757867e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,210,0.06010733452593918,1.8415,1.992373689227836e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,220,0.0629695885509839,1.8884,2.087702573879886e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,230,0.06583184257602863,1.9833,2.183031458531935e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,240,0.06869409660107334,1.9511,2.2783603431839848e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,250,0.07155635062611806,1.8224,2.3736892278360344e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,260,0.07441860465116279,1.8367,2.469018112488084e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,270,0.07728085867620751,1.9101,2.5643469971401336e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,280,0.08014311270125224,1.7688,2.659675881792183e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,290,0.08300536672629696,1.9239,2.755004766444233e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,300,0.08586762075134168,1.8003,2.8503336510962824e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,310,0.0887298747763864,1.8613,2.945662535748332e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,320,0.09159212880143112,1.8819,3.0409914204003813e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,330,0.09445438282647585,1.8161,3.136320305052431e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,340,0.09731663685152057,1.8969,3.2316491897044805e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,350,0.1001788908765653,1.7319,3.32697807435653e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,360,0.10304114490161002,1.9101,3.42230695900858e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,370,0.10590339892665473,1.8869,3.517635843660629e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,380,0.10876565295169946,1.9284,3.612964728312679e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,390,0.11162790697674418,1.8695,3.7082936129647285e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,400,0.11449016100178891,1.9296,3.803622497616778e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,410,0.11735241502683363,1.7378,3.898951382268828e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,420,0.12021466905187836,1.8402,3.994280266920877e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,430,0.12307692307692308,1.905,4.089609151572927e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,440,0.1259391771019678,1.8824,4.1849380362249765e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,450,0.12880143112701253,1.7455,4.2802669208770255e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,460,0.13166368515205726,1.8622,4.375595805529076e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,470,0.13452593917710196,1.9013,4.4709246901811254e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,480,0.13738819320214668,1.946,4.566253574833175e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,490,0.1402504472271914,1.9267,4.661582459485224e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,500,0.14311270125223613,1.9724,4.7569113441372735e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,510,0.14597495527728085,1.9284,4.852240228789323e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,520,0.14883720930232558,1.8568,4.9475691134413734e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,530,0.1516994633273703,1.896,5.042897998093422e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,540,0.15456171735241503,1.8064,5.138226882745472e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,550,0.15742397137745975,1.8852,5.233555767397522e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,560,0.16028622540250448,1.8807,5.328884652049572e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,570,0.1631484794275492,1.8106,5.4242135367016214e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,580,0.16601073345259393,1.8831,5.5195424213536704e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,590,0.16887298747763865,1.7726,5.61487130600572e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,600,0.17173524150268335,1.7726,5.7102001906577696e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,610,0.17459749552772807,1.8081,5.805529075309819e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,620,0.1774597495527728,1.8221,5.900857959961869e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,630,0.18032200357781752,1.8609,5.996186844613918e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,640,0.18318425760286225,1.8796,6.091515729265967e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,650,0.18604651162790697,1.7816,6.186844613918018e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,660,0.1889087656529517,1.889,6.282173498570068e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,670,0.19177101967799642,1.7482,6.377502383222117e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,680,0.19463327370304115,1.7287,6.472831267874167e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,690,0.19749552772808587,1.7823,6.568160152526216e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,700,0.2003577817531306,1.7508,6.663489037178265e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,710,0.20322003577817532,1.7278,6.758817921830315e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,720,0.20608228980322005,1.752,6.854146806482364e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,730,0.20894454382826474,1.8523,6.949475691134414e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,740,0.21180679785330947,1.7986,7.044804575786463e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,750,0.2146690518783542,1.8319,7.140133460438512e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,760,0.21753130590339892,1.7952,7.235462345090563e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,770,0.22039355992844364,1.9355,7.330791229742613e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,780,0.22325581395348837,1.8801,7.426120114394662e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,790,0.2261180679785331,1.737,7.521448999046712e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,800,0.22898032200357782,1.7201,7.616777883698761e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,810,0.23184257602862254,1.7162,7.712106768350811e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,820,0.23470483005366727,1.8103,7.80743565300286e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,830,0.237567084078712,1.8631,7.902764537654909e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,840,0.24042933810375672,1.7951,7.99809342230696e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,850,0.24329159212880144,1.7228,8.093422306959008e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,860,0.24615384615384617,1.8692,8.188751191611059e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,870,0.24901610017889086,1.7025,8.284080076263108e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,880,0.2518783542039356,1.9278,8.379408960915157e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,890,0.2547406082289803,1.8287,8.474737845567208e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,900,0.25760286225402507,1.9987,8.570066730219257e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,910,0.26046511627906976,1.8651,8.665395614871307e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,920,0.2633273703041145,1.9775,8.760724499523356e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,930,0.2661896243291592,1.8704,8.856053384175405e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,940,0.2690518783542039,1.7529,8.951382268827455e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,950,0.27191413237924866,1.9001,9.046711153479504e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,960,0.27477638640429336,1.8236,9.142040038131555e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,970,0.2776386404293381,1.7861,9.237368922783604e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,980,0.2805008944543828,1.755,9.332697807435653e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,990,0.28336314847942756,1.6894,9.428026692087703e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1000,0.28622540250447226,1.784,9.523355576739753e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1010,0.289087656529517,1.9206,9.618684461391802e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1020,0.2919499105545617,1.6822,9.714013346043852e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1030,0.29481216457960646,1.8444,9.809342230695901e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1040,0.29767441860465116,1.704,9.904671115347952e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1050,0.3005366726296959,1.8027,0.0001,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1060,0.3033989266547406,1.6373,9.999972270650364e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1070,0.3062611806797853,1.8062,9.999889082909022e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1080,0.30912343470483006,1.7386,9.999750437698672e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1090,0.31198568872987475,1.8971,9.99955633655713e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1100,0.3148479427549195,1.7888,9.999306781637314e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1110,0.3177101967799642,1.9033,9.999001775707226e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1120,0.32057245080500896,1.7415,9.998641322149907e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1130,0.32343470483005365,1.8285,9.998225424963418e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1140,0.3262969588550984,1.7846,9.997754088760782e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1150,0.3291592128801431,1.7596,9.997227318769937e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1160,0.33202146690518786,1.7674,9.996645120833679e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1170,0.33488372093023255,1.9263,9.996007501409594e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1180,0.3377459749552773,1.7576,9.995314467569994e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1190,0.340608228980322,1.7488,9.994566027001829e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1200,0.3434704830053667,1.8173,9.993762188006604e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1210,0.34633273703041145,2.4332,9.992902959500296e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1220,0.34919499105545615,1.9477,9.991988351013244e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1230,0.3520572450805009,1.7587,9.991018372690046e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1240,0.3549194991055456,1.798,9.989993035289448e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1250,0.35778175313059035,1.7605,9.988912350184228e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1260,0.36064400715563505,2.6019,9.987776329361063e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1270,0.3635062611806798,1.8956,9.9865849854204e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1280,0.3663685152057245,1.8215,9.985338331576316e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1290,0.36923076923076925,1.7243,9.984036381656373e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1300,0.37209302325581395,1.6812,9.98267915010146e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1310,0.3749552772808587,1.7452,9.981266651965635e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1320,0.3778175313059034,1.8416,9.97979890291596e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1330,0.3806797853309481,1.786,9.978275919232327e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1340,0.38354203935599285,1.8776,9.976697717807275e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1350,0.38640429338103754,1.6997,9.975064316145802e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1360,0.3892665474060823,1.7682,9.973375732365175e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1370,0.392128801431127,1.7203,9.971631985194727e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1380,0.39499105545617175,1.8452,9.969833093975647e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1390,0.39785330948121644,1.7514,9.96797907866077e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1400,0.4007155635062612,1.8498,9.966069959814349e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1410,0.4035778175313059,1.79,9.964105758611832e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1420,0.40644007155635065,1.8027,9.962086496839633e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1430,0.40930232558139534,1.8176,9.960012196894877e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1440,0.4121645796064401,1.7975,9.957882881785156e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1450,0.4150268336314848,1.7512,9.955698575128283e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1460,0.4178890876565295,1.7893,9.953459301152016e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1470,0.42075134168157424,1.8068,9.951165084693802e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1480,0.42361359570661894,1.7418,9.948815951200492e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1490,0.4264758497316637,1.6658,9.946411926728064e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1500,0.4293381037567084,1.9378,9.943953037941332e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1510,0.43220035778175314,1.7281,9.94143931211365e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1520,0.43506261180679784,1.7612,9.938870777126612e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1530,0.4379248658318426,1.797,9.936247461469739e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1540,0.4407871198568873,1.8281,9.933569394240165e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1550,0.44364937388193204,1.7234,9.930836605142317e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1560,0.44651162790697674,1.8523,9.928049124487582e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1570,0.4493738819320215,1.8758,9.925206983193966e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1580,0.4522361359570662,1.7413,9.922310212785764e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1590,0.4550983899821109,1.8212,9.919358845393198e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1600,0.45796064400715564,1.8965,9.916352913752069e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1610,0.46082289803220033,1.7528,9.913292451203389e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1620,0.4636851520572451,1.7687,9.910177491693009e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1630,0.4665474060822898,1.748,9.907008069771254e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1640,0.46940966010733454,1.8906,9.903784220592525e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1650,0.47227191413237923,1.8278,9.900505979914919e-05,trainer_state_qwen2.5v2.json
Qwen2.5-7B · LoRA-v2,Qwen2.5-7B,LoRA-v2,1660,0.475134168157424,1.6818,9.897173384099827e-05,trainer_state_qwen2.5v2.json
